tweet_id,airline_sentiment,text
570257377460514816,negative,@united what's the point of asking for details about a #servicedog when you book if your flight crew doesn't read them? (Continued)
570254368538173440,negative,@united I tried but no one was available in bogota and everyone was rude in Houston. I was stuck for 35 hours because of you guys
570252986372329472,negative,@united #worst2unitedflightsever UA 236 LAS to IAD 2/24 mechanical problems again - took off - had to land for fix - delayed again #wtfodds!
570252965392592896,positive,@united despite my bag not making it to Newark good informative email tracking updates help!
570252666439385088,negative,@United. What's going on with UA 236?  outbound flight last thurs was delayed 4hrs How long will this delay be? #worst2unitedflightsever
570252146320351232,negative,@united #worst2unitedflightsever UA1429 IAD to LAS 2/19 mechanical problems - switched aircraft delayed 3.5 hours!
570251549219393536,negative,@united crashed trying to check in.
570251472203587584,positive,"@united Wow. What a deal. Again, 30+ plus seats available. Easy change to make a customer happy."
570250053710819328,neutral,@united thanks for the info I already knew...
570249871107723264,neutral,@united Airline trouble this winter &amp; not getting good customer service? contact http://t.co/aQjn4HwNaC  we negotiate resolutions for You!
570249806540451843,negative,@united on 768 to Logan - boarding gong show due to lax carry on enforcement. Bins full of coats = no room for bags. U need a better system!
570249680535339009,neutral,@united Thank you.
570249083790733312,negative,@united Blackmailed me into paying £130 extra or having my return ticket nullified in San Francisco Airport. Terrible service from rep #scam
570247839563034624,neutral,@united is there an email address I can reach? Too long for a DM.
570247551368241153,negative,@united disappointed that u didnt honor my $100 credit given to me for ur mistakes. Taking my business elsewhere  ✌️out.
570247428139569152,negative,@united ua1673 still waiting! Supposed to depart 9:08
570247027117797376,negative,@united it was credit from my last trip that never came in the mail!
570246963901427713,negative,@united ok it's now been 7 months waiting to hear from airline. I gave them quite a bit more than the 30 days requested! Terrible service
570245996334190592,negative,@united does this process ever end? Still waiting for the reply since 2 months #pathetic #customerservice
570245555064074240,negative,@united What's going on with your website? I'm Flight Booking Problems three tickets today and I've been booted off the system umpteen times.
570244711388065793,negative,@united how do I get my account number if your website says email is unavailable?
570243296741752832,neutral,@united So do I need to book two one ways in order for her to fly as an unaccompanied minor?
570241830757007360,negative,"@united I received 1 bag last night, I am still missing the other one."
570240043022991361,negative,"@united @simonroesner you'll need to upgrade the seats too, even in economy plus it's like sitting on a concrete bench."
570239165675249666,neutral,@united Pls Help Baby Hannah get the life saving surgeries she requires.She needs your help.Pls Donate/RT http://t.co/kQnrrP86A5
570237629775675392,neutral,"@united bet you wont honour them, like mine ey"
570237261494792192,negative,@united 2nd flight also delayed no pilots! But they boarded is so we can just sit here! #scheduling
570236221575704576,neutral,"@united I guess that's too much ask, huh?"
570236138603950080,negative,@united but it's hard to stay upset at someone when they at least TRY to show remorse.
570236014238699521,negative,"@united By the way, a simple apology goes a long way, even if it's a hollow one. It's obvious that you don't care about me or my well-being,"
570235698608869376,negative,@united This isn't a one time thing either! It's a shocking pattern of repeated neglect and disrespect.
570235686470746112,negative,@united Fingers crossed &amp; its all intact. Very disappointed with this experience as before this we were actually saying we enjoyed using you
570235387009839104,negative,"@united It's an incredibly easy fix, but you would rather stay in your comfort zone, while I get forced out of mine."
570235195934117889,negative,@united ours in July. You have ZERO excuses for this. You have an out-of-date system that causes problems like this.
570234996562112512,negative,@united Everyone around us is sitting with their friends and family members. They booked their tickets in October and December. We bought
570234734942523393,negative,@united Not sure what you are talking about. She is going on nonstop flights. SNA to SFO and then SFO to EWR.
570234650448125952,negative,".@united it will be because I'm moving to @AmericanAir because of @united talk, no service"
570232726206312448,neutral,@united please be good to me this weekend!
570232659282145280,negative,"@united I asked a legitimate question about systemwide vs. localized problems, and got back an unreLate Flightd copy/paste. You can do better."
570232533272567813,negative,@united what time? Who can I call. I need my skis. I will go to the airport and get them. No more faith in United.
570232477618442241,negative,@united I see you guys are at it again. Amazing how one company continually makes mistakes yet fails to be held accountable for their error
570230752476049408,neutral,@united A Tourist Wonder: Super Tides and Tide of the Century at French and U.K coasts: http://t.co/gXdqORtsS0
570230059170004994,negative,@united Yeah sorry but there's always a problem with United. And you have an international reputation for having problems.
570229936285331457,neutral,@united yall should probably work on that.
570229842626478081,negative,"@united but then again, maybe the @BBBNE_SD_KS_IA would care more to hear what went on than whoever listens to issues you caused"
570229480821628928,negative,@united I wonder if sharing all this on FB and insta would produce a number. 140 characters really limits my story telling.
570229133445242880,negative,@united so you're telling me there is no number to call after being left in an airport because of a negligent pilot and staff?
570228446053470208,negative,@united Could this email be resent as it doesnt appear to have arrived.
570227149682155520,neutral,@united yes please! Trying to get to POP- in Newark now....
570226164146397184,negative,@united you have to follow me in order for me to DM...come on now
570225191458111489,negative,"@united $25 United coupon to make up for broken entertainment system on a 9-hour flight, seriously? #Ridiculousness #learncustomerservice"
570224727047872514,negative,@united So they didn't drop my bag overnight &amp; now I'm leaving for a week. This is why you were supposed to hold on to the bag....
570223703285477376,negative,@united I did DM the details but still no response. I have to book today.
570222630525014017,neutral,@united I know this is probably a no but is there a way to get a cheaper airfare ticket if the flight is leaving in a few hours? 🙏
570219942961922048,neutral,@united can someone please explain the process of of what happens to property found on a plane after passengers leave at Heathrow ?
570217606025748480,negative,@united not able to DM you my confirmation number
570217145428090880,negative,"@united I've sent the message, let me know if you got it. I'm not very twitter-literate. Also, is he REALLY going to be stuck for 18hrs?"
570216086173581312,negative,@united very unhappy at no response to complaint emailed on 2nd Feb ref.8441639. Awful customer service!
570215359963406337,neutral,@united DM does not work what do I do?
570214660638511104,positive,@united private jet would have been cool! Do does not work. I'll try again
570212246053220352,negative,@united we were not given the option of using our United TravelBank in a recent Flight Booking Problems! Any help in using or recouping these funds? Thanks!
570211810038521856,negative,@united common!! keep your paper work ready and don't delay our flights(#1585)and meetings @ChooseChicago
570211313072238592,neutral,@united how about 3659 YUL-ORD?
570210970330669056,negative,"@united yep that's correct, I got an email at 12:30 am that the flight was Cancelled Flightled, doesn't matter now flight into atl is delayed, thx"
570210145239592960,negative,@united 1k and had problem getting out of FLL to IAH  sent DM to you about making my connection  please let me know
570209482090917888,neutral,@united Done and done
570208036314222592,positive,"@united thanks, just sent :)"
570205880504815616,negative,"@united I'm grounded in Montreal with ua3659. I am missing my connection ua3417 to St. Louis. Can you help,Do you have a private jet for me?"
570204900375687168,negative,@united I'm so frustrated and nervous because of this.
570204730745421826,negative,@united are the ones who make it difficult for me.
570204649363341312,negative,@united I'm not a child. I'm someone who has an issue with flying and prepares ahead of time to reduce the distress caused by planes. You
570203218686423041,negative,@united how does it get Cancelled Flightled 10 hours before take off?
570201707621146624,negative,"@united This ALWAYS happens with you guys, and it makes traveling incredibly stressful and uncomfortable. Is that good business to you?"
570201440704028672,negative,@united So what does someone with severe anxiety do when the one person who can help him isn't next to him?
570200756827000832,negative,@united I'm seeking to go 2 client. B/c u cant get me there I need refund. I filled out form not confident it works if past is an indication
570197589280366592,neutral,.Thnx for the response @united bot. It seems this 'improvement' could be easily attained. Is your 1st Class service really only worth $50?
570196530566701056,positive,"@united has unrivalled access to #California with flights to the U.S. from 7 UK airports, with nonstop or one-stop connections year-round"
570196424043814912,neutral,"@united booked award tix on ThaiAirways but I'm not seeing a conf# for them, just the United Flight Booking Problems#. Can you get get the Thai# for me?"
570189291990728704,negative,@united Luckily I made my flights this time but was so disappointed with the lack of communication :(
570188934564737024,negative,@united checking to see why flight 3466 (atl-ord) got Cancelled Flighted?
570188838775103488,negative,@united service so far has been horrid. We wanted to end the trip on a high note. Guess that's not an option.
570188684881821696,negative,@united Booked a flight home over 7 months ago and requested seats together for my fiancée and I. We got 2 middle seats. UNACCEPTABLE. The
570188353984958464,negative,@united YOU GUYS ARE HORRIBLE.
570187940221071360,positive,@united thnx for the info
570187080426397696,negative,@united Why do I have to pay $ 17 for wifi with an international business ticket?  #pennypincher
570185687569469440,negative,"@united ok. To top things off, you've lost my luggage. Could you get ANY worse??? #UnitedAirlines"
570183702224834560,positive,@united kudos for not Cancelled Flightling flights from DFW this morning.   United usually first to panic...
570182980142022656,negative,@united AND my luggage has been broken!! #youcouldntmakethis up #brokenwheel
570181906492297216,neutral,@united is flight 587 from DFW to ORD currently on-time? I see an advisory that DFW may be affected by weather
570179158594220032,negative,@united maybe one day you'll be the one quoted on http://t.co/mJkpgVXmPC
570177593250582528,negative,@United flight delayed-no one remembered to turn the heat on flight 559 leaving ORD-seriously???
570176998355701760,positive,@united another awesome new plane flight 1584 and extremely nice Captain Steve Connolly.
570175761468030977,negative,@united to speak to a real person to get this resolved politely and efficiently. (2/2)
570175669096882176,negative,"@united I hadn't filed a refund claim as I was told there was no charge by your DM. This is disputed by my bank, hence why I would like(1/2)"
570175513035214848,negative,@united did  bags make it on the flight out of iad? second day without clothes is pretty inconvenient. We're pretty curious #UnitedAirlines
570175238815657984,positive,@united Every United flight between Saipan and Guam is an adventure! You never know when @CapeAir's old plane will be operational :)
570175202807586816,negative,@united hence why I've been asking for the customer service phone number so I can speak to a real person to get this sorted out
570173090774294528,negative,@united did our bags leave Washington yet? That would be convenient seeing as we left there a day ago. #UnitedAirlines #lostluggage
570172921102143488,neutral,@united so if I'm flying 1st class just one leg to Chicago but not on my long flight to China am I still able to use the lounge in Chicago
570169567374401536,negative,"@united according to your DMs, I'm not owed a refund. please may I be provided with a contact number before I go to my bank to file claim"
570165459783450624,negative,@united about 3 hours ago. I need to work out if my bag can make it to my hotel here in time or if it will need to go elsewhere.
570164810144481280,neutral,@united Okay thank you
570163662100549634,neutral,@united I've filed the claim but have no way of calling for updates. Is there another way to do this?
570163259560452097,negative,@united pls properly train your agents. Requested to speak to 1k customer service &amp; was transferred to a dead end. Not even open at this hr
570160394494480384,negative,@united Thanks for remembering to load my bag onto my connecting flight. Oh wait you forgot. Iceland should be fun with no clothes....
570160277934747648,positive,@united Thank you for the cheese platter and abundance of entertainment options. Time just flew by.
570160120698679296,negative,"@united customer service is atrocious! You have disrupted my travel plans, you have lost my luggage and it is impossible to TALK TO A HUMAN"
570159741441335296,negative,@united terminal at MIA should have food open before 5am esp when there are flights at 6am. Two hours early like recommended. Can't eat.
570151698489954304,negative,@united it was UA flight 1001! Now I'm currently stuck in Portland because I missed my ride because of the 3 hour delay. #GetMartyHome
570151672070205440,negative,"@united has not responded to my various requests for contact numbers, does anyone know the UK customer service number for #UnitedAirlines"
570144025451339776,negative,@united how we looking on getting those bags to Lusaka
570143097809707008,negative,@united Could you update me on the suitcase please? The online and phone tracking told me nothing. I was told I'd have it back yesterday!
570142263290011649,positive,@united thank you. Been trying for two days to set this up.
570138826032713729,negative,@united just 1 last thing. U guys shouldn't be charging $ for drinks on a transatlantic flight
570136977074491392,negative,@united LHR arrival lounge #fail. Waited 20 mins for shower then left to find hotel. U know how many passengers u carry. Planning???
570135557151580160,neutral,@united Any luck with finalizing my reservation? I DM'd information to you. Please let me know what else you need. Want to confirm ASAP. Thx
570129828969459712,negative,@united completed form but doubt it's any use. UA doesn't care. 6 day vacation will now be 5. Sure UA won't feel responsibility for that...
570126668922294272,positive,@united Definitely a compliment! I really thought my bag was lost after it was sent on to another airport. In the end I am a happy customer
570122958695477248,positive,@united thanx so much. You followed through and emailed me a $1000 ticket voucher. #unitedairlines they do care
570121588487663616,positive,"@united this will definitely be a trip to remember EWR-STI second of the season, first on seat 35A because it pays to be loyal!"
570121361953202178,negative,"@united nope, they told us it was time for them to go home and to sleep at the airport. Even though they assured us we would get a room..."
570121135603486720,neutral,@united keep me updated. Let me know that the bags make the flight to j-burg
570119457286328320,negative,"@united ..back for the expensive holiday, he worked all year to pay for, that you RUINED! We want compensation &amp; his original case back!"
570119247982137344,negative,@united thanks United I understand that. But he would actually like his own bag back! What have you done with it?! He also wants the money..
570116209263427584,negative,"@united frankly worse customer service ever. Problems will happen, how you deal defines a company. Never again United."
570115452568891392,negative,"@united It's still a valid flight. Just seems strange to delay for Late Flight inbound crew,  7 hours from now, when the plane is already here."
570115366023770112,negative,@united Thanks for the lack of help and the canned response from the 1K desk!
570115302991777792,negative,@united   It's too bad UA has had another unforeseeable operational issue on my return flight.
570115243747074048,neutral,@united I would like to know what's going on before his current flight lands.
570114536448995328,negative,@united if I pay you $25 and $35 for my luggage to be delivered when I arrive. Why should I have to wait 3 additional days for its delivery?
570110386827087872,negative,@united so 8 hotels for 32 people but feel like we are being held hostage because someone has our boarding passes so we can't leave! #FAIL
570109851709218816,positive,@united you are one great airline ❤️
570108801711341568,negative,@united Outbound 2 bags 70 lbs bags Returning home 1 bag 50 lbs. What is your logic? And WHY? Am I writing to a Machine? Human HELP required
570108724636831745,negative,@lindaSWC @united:  We don't like to hear you had a poor experience. Please share details w/our Customer Care team http://t.co/HIsc4NdMgZ.
570107683027718144,negative,@united no Cancelled Flightn just left us to fend for ourselves when flt came in Late Flight. Getting runaround for 3 hrs. Each employee blaming  previous 1.
570106900970221568,neutral,@united This is NOT a local UNITED number for Malaysia   0011 800-55558000. What is your local United Airlines here in Kuala Lumpur ( KUL )?
570106717490393088,negative,@united okay ase24766m. Find our luggage.
570106573395087362,negative,@united The agent that met us at the gate said any issues w/delays on UA1116 would have to be taken up online...
570106249024446464,neutral,"@united I send you an urgent message via eservice@united.com.  BG0KWM   Narayanan. Please respond ASAP. Also, NO local United Tel # @ KUL"
570105665093369856,neutral,@united thanks! Will you guys be getting the A380s anytime soon?
570105441688158208,negative,@united But they are not... lady one phone says its in tel aviv. Tel Aviv united says its in Newark. No one knows and I have nothing...
570105020999344128,positive,“@united: @MelanieSpring We'll see what we can do. ^KN” We are running! Most of this plane is running. Thanks for the help!
570104913390206976,negative,"@united yes, but still now answers. Many have not had their luggage for 3 days! Unacceptable!!"
570104743747416064,negative,@united what is that going to do for you? Nothing just like you always do
570102725842575360,neutral,@united I sent in my feedback.  Thank you.
570101817041747968,negative,@united plus what about food? And taxis?
570101670882840576,negative,@united you are offering us 8 rooms for 32 people #FAIL
570100438487314432,negative,@united 32 people getting pretty tired about no action on solving the problem plus missing a day of vacation and skiing
570100214733737985,negative,@united The bright side would be keeping the promise that was made to me. Hope you're having a good night. Thanks.
570099762709581824,neutral,@united yes I do.
570099717314457600,negative,@united I take back the comment about your team here working hard to help us A so far no solution for a hotel or food or anything #fail
570097432383651840,negative,@united on 4124 arriving two hours Late Flight into CLT. Now sitting on the tarmac while they move a plane from the gate. Unhappy customer.
570096582546165760,negative,@united airlines is the absolute worst. They have no idea what they are doing. #neveragain #UnitedAirlines
570096448571731968,negative,"@united Thanks; might want to fix this line: ""Our Customer Care team is currently responding to most inquiries within 7-10 business days."""
570095499287506946,positive,@united we just flew with United from AUS (Austin Bergstrom) to Cancun Intl. Best flight ever! The 737's are not too big... Not too small!
570095172303900672,negative,"@united it's frustrating, as a frequent flyer, loyal since Continental. Upgrade equals paying 3 times or more on top of purchase ticket."
570093170874302464,neutral,@united Deep Vein thrombosis
570092741654401024,negative,"@united at its worse. Can't figure how to pack plane, screws up connectns then claims no hotl rooms in San Fran for stranded pax. Way to go!"
570092599316389888,negative,@united 4 passengers after a 2 hour delayed flight left with no hotel at the end of the night @ hou airport. Wtf??!! http://t.co/ZfqMpGXVS6
570092196247969796,negative,"Hey @united why does the flight from IAH to POS leave so Late Flight, and the one back to IAH so early? I rather get to POS earlier"
570091216013955073,negative,@united Lost bag process is broken. Agent promised they'd call &amp; hold my bag when found. Now they're waking me at 3am w/ delivery. #fail
570091109675769856,negative,@united the people at the counter have been very helpful. As you can see nobody is there. Flight to Austin 10:55 and still sitting here.
570091033368899584,neutral,@united unfortunately still on the Tarmac at @fly2ohare and definitely missing my ride from @flypdx #GonnaBeALongNight
570090102195486722,negative,“@united: @Darquenloveli We regret to hear this. Please let us know if you need assistance. ^KN” I was finally able to secure my seat. Thx
570088980278059008,neutral,@united what time does check in open for flight no UA80 from Manchester to Newark today ?
570087435759185920,negative,"@united good to know you will open the closed doors for ""premier passengers"" after safety briefings on delayed flights. #annoyed."
570087270524411904,neutral,@united DM sent
570087006593642496,negative,@united yea get me to phoenix already. Delays all day with you people. It's bullshit.
570086475989061632,negative,"@united If it's any consolation, your staff was stellar. Just not the hour+ delays I encountered with every one of my 4 flights."
570086399627685888,positive,"@united flight ua3576, gate b1. And tell ray I somehow made it on to the 736 flight out of IAH and didn't have to wait for the 917 one. :)"
570085628576202752,negative,@united that's unfortunate. The @Tumitravel was an xmas gift and it looks like a razor ripped right through the front pocket in the picture
570085589011148801,positive,@united But thanks for asking
570085448271335424,negative,@united Lost bags. Cancelled Flightled flights. Delhi call centers. Poor United staff spread thin and stressed. You name it.
570085056401838081,negative,@united Yes. Doesn't make that mistake any less absurd. Doesn't change the fact that I'm very inconveniently missing my luggage tonight.
570083898031513600,negative,@united I'm constantly having challenges with upgrades &amp; charges. In order to prevent DVT I have to pay an addtl $180 http://t.co/xC6jQ70r7B
570083397873373184,negative,"@united In ORD, waited 20 min after crew members left before gate items came. Flight attendant sarcastically said good luck and walked away."
570083363169669121,neutral,"@united Follow me back, please, and I'll happily DM you the link because I'd rather not share my travel plans publicly."
570083063331319808,positive,@united you too!
570082960700870656,positive,@united is my favorite airline.
570082564502728704,negative,@united seriously #fail on making strangers share a room
570082243596591104,neutral,@united @luke_mcintosh68 nah you wouldn't
570081568733192192,negative,@united we needed them here asap. Will they make it on today's flight?
570081552891125760,negative,@united agent split up my reservation? Now can't Cancelled Flight and refund credit for 2wks? Why
570081411715059712,neutral,@united Our vacation's going to be ruined w/ 3 days of rain. : ( The change fee for 2 of us is nearly cost of original flight. Can you help?
570081213404180480,neutral,@united I sent the message. Let me know ASAP.
570080863720878081,negative,@united why would they make me share a room?
570079868253298688,negative,"@united tried calling too, but w/25 min phn wait means we'd miss options anyway"
570079699595980802,negative,@united can you ask your guys with flight 1146 to BWI to wait for us to get off a delayed flight from San Diego? Pretty please?
570079676204347394,negative,@united we're still waiting to find out your rep is working hard - most upset about having to wait to tomorrow pm to get to mammoth
570079549914005504,negative,"@united for an early flt, I think a call is appropriate. Yes, reviewed and nada avail until next day. Expect full refund"
570079536815034368,neutral,"@united i understand, thanks"
570079237350100993,negative,"@united again I ask, who can I call to get this fixed? Tweeting me BS questions to stall only makes things worse. Phone number please."
570079041547472896,negative,@united Yo yo yo stuck on the tarmac for over 2 hours at @fly2ohare ... Going to miss my ride at @flypdx help please! #HelpImStuck #United
570078894008594432,negative,@united it's highly unprofessional for you to overbook a flight by 12 seats &amp;feel that I should rearrange my schedule for your mismanagement
570078733735821313,negative,"@united well, considering every agent before claimed they were unable to help with everything else, why waste more time to hear 'call corp'"
570078718028222464,positive,@united man I can't wait to book my ticket now! Thanks JP you're a life sabe
570077847672328192,negative,"@united Ice, which I totally understand. But when a large number of us are facing 15+ hours of time and overnight Cancelled Flightations it seems like"
570076814585913344,negative,@united flt 1249 Cancelled Flightled and I get email @3:30 AM? What happened to courtesy phn call? Had to book diff airline &amp; city
570074864708669440,negative,"@united tag numbers 0016 964012, 0016 964077, 0016 964078 - let's find these bags."
570074833993670657,negative,"@united better train your support staff with appropriate decorum, consider revisiting your terrible ""provide a death certificate' policy"
570074583379939328,negative,@united Well the bar is set low! You guys are really good at the apology game! What will change? When will u guys learn?
570073969690169344,neutral,"@united My post was just more of disappointment.  I'm a frequent United flyer, it was a simple ??.  1 bad apple doesn't spoil the bunch."
570073757508726784,positive,@united you guys continue to impress me in Houston. http://t.co/cIh1qNllcM
570072918094442496,negative,@United I have no way of making phones calls... Need to handle via Twitter/email/web. Thank you!
570072252026376192,neutral,@united Please help... I am in Ethiopia adopting a two year old child. Have an existing confirmation #. Need to add child to reservation.
570071999780933634,neutral,"@united question:are there onboad 110 volt outlets in all planes? If so, where?"
570071482182692865,negative,@united Your website deserves a new design. #html5 FTW!
570070877351469057,negative,@united thanks for effing up our holidays - we're missing a full day of skiing due to your baggage team's incompetence at @FlyYOW
570069236971806720,neutral,@united Twitter isn't letting me DM you..
570068435805310976,neutral,@united I hope so too
570067529206358016,negative,@united agent helps the person in front of me.  Finishes up with them and then walks away.  The guy behind me is as shocked as I am.
570067181733580800,negative,@united Connection at ORD was on the exact same plane again. Checked carry-on was apparently taken off &amp; left in Chicago. Pretty ridiculous.
570067079253991424,negative,@united Not encouraged that I'll have my CPAP tonight.
570066805810601985,negative,@united Yes. Did file a claim as soon as the carousel stopped without my bag on it. Got an email that its found but not sched for delivery
570066634976555008,neutral,@United an idea: monitor mileage members travel patterns enough to know when they change jobs/lose status...and make the transition easier.
570066450796257280,negative,@united  Delay DEN-CLE because they have to manually enter baggage tags? Really? Worst cust service day for this 1ker. #friendlyskies??
570066391388172290,negative,"@united Why tell us flight is delayed, then tell us it's on time again with 20 min to spare? Don't say it's delayed unless you're sure!"
570065109420101633,negative,"@united yes in Lusaka, Zambia. My guess is the bags never made the plane at IAD."
570065037231927296,neutral,@united where is my flight voucher?
570063869596475394,negative,"@united Late Flight to Denver, Late Flight to Newark...let's not even get into the disaster that was checking bags. Unacceptable."
570063826508320769,negative,@united has once again let me down. Don't think I've ever flown with them and not had problems. Worst airline period.
570063574858493952,negative,@united yes I filed a claim &amp; hope to receive by luggage by 2am. Ridiculous as I had to purchase items to go to sleep &amp; no reimbursement.
570063450174464000,negative,@united UA938 ORD-LHR.  bags are being loaded 30min Late Flight. Frigid air into cabin! Plane feels like falling apart! Upgrade long haul fleet!
570063224328081408,negative,"@united Flight attendant never served me my beverage (tea), and not once checked up on me. What gives? #ua6076 #notcool"
570061339604987904,negative,@united load balancing system apparently down #systemwide - major impact on all #united airlines flights. Was this a #cyberattack?
570060997907447810,negative,@united After our unscheduled refueling stop and missing 2 connecting flights we r home n looking 4ward to our bed and a big PB&amp;J sandwich.
570059605662834688,negative,@united @AmericanAir spent hundreds to rectify the situation and you guys go quiet
570059565947101184,negative,@united UA276 sitting at EWR nearly an hour after sked.  Pilot says computers down but no clue when we will leave.  Can you help?
570059530567962624,negative,@united @AmericanAir so that's it? It just ends there? Come on! I traveled for literally an extra day and a half because of this!
570058986025672704,positive,@united Made the upgrade list. Will fly 1st tomorrow (for 40 min) for the first time ever! 🙌 #StatusMatchPaidOff http://t.co/ATfRKp6goY
570058190647271424,positive,"@united not just refunded, but for those of us who are on vacation to get a free room night to make up for making us sleep in DIA"
570057930332102656,positive,@united Thanks for the reminder. It's been a fun ride. http://t.co/pPVA4Rch9f
570057601976631296,negative,@united I received my luggage that also looked to be left in the snow when I arrived. I'm asking for all 50 people to be refunded.
570057521353764864,negative,@united updated A320 aircraft has wifi and device entertainment but no outlets. I don't get it. How can I charge devices?
570057178687475712,negative,@united was no one between the scan and inside the plane. I just asked the people in line around me where the plane was going
570056648137576449,negative,"@united 5 gate changes, two delays.  Even the crew thinks the airline sucks"
570055898367799296,negative,@united I'm very frustrated and have wasted 2 days now due to your equipment failures.
570055700790931456,negative,@united computers are down but you stopped giving updates and took my flight info off the app. That's just ridiculous keep people updated!
570055285500469248,negative,"@united Soooo, it's been 15 days and you've offered no response. So I assume poor treatment by gate agents is the norm now?"
570054647689322496,positive,@united Terrific. Many thanks. Looking forward to being back on UA tomorrow. Had a great flight up to Vancouver.
570054574389788672,negative,@united Calls to 800# resulted in 2hrs of hold time &amp; 2day wait to check suspect code share fare. Nothing investigated—my time wasted (2/2)
570054360505323520,negative,"@united It's taken ~3 weeks for Cust Care to respond to Case #8477733, requesting a refund for wi-fi not working. Where can I get an update?"
570053912214024193,positive,@united I appreciate your efforts getting me home!
570053838499143680,negative,@united That's correct—I've spent hours trying to book online only to receive an error when clicking final purchase button. (1/2)
570053734639792129,negative,@united Today was not your finest. All could have been prevented by one gate agent advising 200 passengers.
570053482029277184,negative,@united  what is the real deal with the delay on flight UA 1032 from Denver to Vegas?
570053417311342593,negative,@united UA63 from Madrid arrived no agent mass confusion we sent to and fro by 3 UA employees. MaryJo was rude and unhelpful.
570051875652767744,negative,@united system failure again = bad trend.  Software projects are like flying an airplane; there's no such thing as an emergency takeoff.
570051265373171712,negative,@united lots of reports of system failures delaying flights over the last week. Currently sitting on the tarmac at OGG for over an hour.
570051191943483392,neutral,"@united rebooting Chicago dispatch system, need @pivotalcf as I'm tired of sitting on planes"
570050891929280512,positive,"@united despite shaky connections, looks like I'll get home tonight. Great job, @united - was touch and go for a while.."
570050785490419712,negative,"@united http://t.co/hj5kq82Chn, however, is completely under your control—the price was and still is displayed on http://t.co/hj5kq82Chn."
570050323017920512,neutral,@united the aircraft closest to gate was for the other flight and the one closest to our gate was going to Chicago.
570050268588597248,negative,@united can you tell me how to file a claim for clothing that had to be purchased?
570049923858567168,negative,@united comically on the return flight from ASE there were two United flights boarding at adjacent gates and not clear which plane to board
570049743549833216,negative,@united GRK13575M is the file reference
570049697924009984,negative,@united we would...how do I contact you to discuss? A few poor experiences with customer service but would give it a shot!
570049295040307200,negative,"@united UA 746. Pacific Rim and Date Night cut out. Not constantly or randomly, but one spot, repeatably."
570048844702076930,negative,@united Been trying since 1230 to file a report.
570048726380765184,negative,@united I send an email about my bad experience and you send back a generic response.  Yet another reason why I'll never fly with you again.
570048528602374144,neutral,@united My mom left her Kindle on flight 1544 today. Burgundy case with a light. Seat 27D. Did anyone find it?
570045712211288064,negative,@united here is the ticket # 0162424965446 please refund my unnecessary upgrade fee
570045020402626561,negative,"@united is horrible!! They lost our carseat and expect us to use a loner carseat, safety regulations say it's illegal to use a used car seat"
570044681670696960,positive,@united thank you.
570044554130423808,neutral,Decisions Decisions @MandarinJourney @united:  We'd love for you to try our service. We offer status match too. http://t.co/xbQqqbRgVF ^KP”
570044428678778880,neutral,Need more info on that! @united: @momsgoodeats We have great amenity kits. PJ's not included. We status match AA. ^KP”
570044286991015936,negative,"@united: I don't care that a @thehipmunk link showed me a ""wrong"" price on your site—it's your site &amp; responsibility to ensure correctness."
570043937244622849,neutral,@united Do you have any flights with lie flat seating from STL to PDX around the date of March 5?
570043820278050817,negative,"@united He needs to get to home the 24th, they're telling him it'll be the 25th @ night. Is there compensation or anything that can be done?"
570043574097555456,negative,“@united: @mllovelace The baggage fee is waived for Premier members. Please see http://t.co/u6Duw27mDE. ^JP” what's the point of membership?
570042013908914176,negative,@united wonderful bag claim people - finally have my bag. But why did I catch earlier flight? Original flight just landed. #wastedtime
570041988986347521,negative,@united Dmed you. Thank you
570041112624295936,positive,@united thanks we'll be in touch!
570040644451708930,positive,@united Thanks to Karen Salisbury at IAH for amazing customer service!  Found my daughter's bag lost on UA1516.  Made her day!
570040251764183040,negative,"@united 3 days Late Flightr and my bag has not left IAD, United is not helping at all. Everyone tells me a different story"
570039756731494400,neutral,"@united @RenoAirport hi, when do direct flights from Houston to Reno begin?  Don't see any days in March?"
570039279050579968,neutral,@united like continental's chicken feat fairs
570039094257938432,neutral,@united can you assist with current flight status for flt# 1016 out of DFW tomorrow at 6:55am?
570038991527002112,positive,@united I left my comment with customer care. Thanks for contacting me.
570038694817767425,negative,@United how do you lose a gate checked bag DEN to ORD? Direct flight. Ugh.
570037961020080129,negative,"@united caught earlier flight to ORD. Gate checked bag, and you've lost it at O'Hare. original flight lands in 20minutes. #frustrating!"
570037336886546432,positive,Yes!! Thanks so much!!! 💜“@united: @whitterbug We see you spoke with our Reservations team and they've reinstated the flight. Thanks. ^EY”
570036932270358528,positive,"@united captain ""on behalf of the front office, welcome on board."".... Never heard that before. I laughed...hard.  #funnycaptain"
570035728832446465,negative,@united Can you please follow for a Dm on a missing bag?
570033778300620801,neutral,"@united to be clear on my luggage comment, I am referencing the photo attached. Flight 6232 to JAC http://t.co/PnBajfkmHG"
570033627939131392,positive,@united These are great fares!!!!!
570033341250056193,negative,@united i left an item on the plane and have been calling non stop and no one has been answering can you please help
570033309113131008,positive,@united awesome I'll book my next Christmas vacatinn this December any other ways you want to devalue mileage plus.
570033062202863616,negative,@united what's a good number to call to speak with someone about how you can fix what you did to 50 people and their luggage on Saturday?
