TweetId,Sentiment,TweetText
125927174514540544,neutral,Great post on the upcoming Great Tech Wars of 2012! @amazon @apple @google @facebook http://t.co/OSeqhT7W via @cbillich
125927032185044992,neutral,RT @iancollinsuk: Apple have just announced they sold 4 million phones this weekend. Incredible. That recession continues to bite @Apple
125926624930693121,neutral,Apple have just announced they sold 4 million phones this weekend. Incredible. That recession continues to bite @apple #recession
125922989844856833,neutral,RT @jldavid: iPhone 4S First Weekend Sales Top Four Million: http://t.co/O7zqnY7K (via @apple)
125922500839342080,neutral,RT @TalkYo_ISH: Dear @Apple Can We Get Some Afro-American Emoticons? -Management
125922174648324096,neutral,"#BreakingNews @Gizmodo reports: @Apple #iPhone 4S sold over $4 million over the weekend! #TrueStory
  http://t.co/BEj32s6a"
125921393350160384,neutral,iPhone 4S First Weekend Sales Top Four Million: http://t.co/O7zqnY7K (via @apple)
125920729194704896,neutral,Video: SIRI also gets angry. http://t.co/ksX2XZoR  @chrisvoss @apple #apple #siri #iphone4S #Ai
125920725595983874,neutral,Video: SIRI also gets angry. http://t.co/Ku288WX6  @chrisvoss @apple #apple #siri #iphone4S #Ai
125920721200361472,neutral,Video: SIRI also gets angry. http://t.co/Xx1chZbN  @chrisvoss @apple #apple #siri #iphone4S #Ai
125920717966544896,neutral,Video: SIRI also gets angry. http://t.co/tzigD99b  @chrisvoss @apple #apple #siri #iphone4S #Ai
125920716297211904,neutral,@bxlewi1 hey...do you know why @Apple hasn't added 4G support yet? Seems like an odd omission for such an advanced device.
125919221845721090,neutral,"Really @Apple and @ATT - Removing the 3G/EDGE switch on iOS 5? You do realize that you work on the 3G network in places often, right?"
125918906215968771,neutral,Apple sold FOUR MILLION iPhone 4S's in the first weekend: http://t.co/DdU2qM7O (via @Apple) #phonerecord #twiceiphone4sales
125918450920062977,neutral,iPhone 4S 8MP camera : It´s a SONY. http://t.co/X1J8HNZu @sony @apple #apple #iphone4S #cameras
125918447979872258,neutral,iPhone 4S 8MP camera : It´s a SONY. http://t.co/6uYIZeAK @sony @apple #apple #iphone4S #cameras
125918444762828800,neutral,iPhone 4S 8MP camera : It´s a SONY. http://t.co/njTHOi2x @sony @apple #apple #iphone4S #cameras
125918441013133312,neutral,iPhone 4S 8MP camera : It´s a SONY. http://t.co/BIqBEhTb @sony @apple #apple #iphone4S #cameras
125917264267579393,neutral,"@Bestbuy or @Apple to purchase my imac, iPad, and printer? #StudentDiscounts?"
125917174618525696,neutral,iPhone 4S: Setup SIRI for your Tweets. http://t.co/fZ216OiJ @apple #apple #iphone #siri
125917170571026432,neutral,iPhone 4S: Setup SIRI for your Tweets. http://t.co/eyHmHSTM @apple #apple #iphone #siri
125917164535418880,neutral,iPhone 4S: Setup SIRI for your Tweets. http://t.co/ws7LINTS @apple #apple #iphone #siri
125917160982855680,neutral,iPhone 4S: Setup SIRI for your Tweets. http://t.co/uecqHL6k @apple #apple #iphone #siri
125915210337890304,neutral,"Ever since I cleaned my Mighty Mouse ball with alcohol to get it rolling again, any time I click the ball it acts like a left click. @Apple"
125908946702696448,neutral,@apple So why is Siri only available on the iPhone 4S ?   - http://t.co/QZuNgyLW
125907633466130432,neutral,Lol and what do those look like? RT @TalkYo_ISH: Dear @Apple Can We Get Some Afro-American Emoticons? -Management
125892140940267522,neutral,Cool @apple / Steve Jobs infographic http://t.co/Prb5yx4X @MickH87 - timeline history
125891898517889024,neutral,Talking @Apple keynotes over lunch with @yuvalariav. Challenged him to check something out ;-)
125887065861787648,neutral,Does the iPhone4S no longer have that stupid 'network lost' pop up - possibly the most annoying thing ever that you cannot turn off @apple ?
125882473312817152,neutral,Steve's last Design is apparently the @apple #apple #iPhone 5 | http://t.co/DIfQTmwm
125878880916611072,neutral,OK @apple your accessories policy is out of hand. I need a powered line in to use the mic? Are you KIDDING ME?
125866627337162752,neutral,A court in Sydney banned the sale of @Samsung 's Galaxy Tab in Australia over intellectual property infringement claims by @Apple  #IP_wars
125866368758333440,neutral,@Apple received 1m pre-orders in a single day for its new iPhone 4S #consumer_demand #steve_jobs
125859792802693120,neutral,@apple can you get your iphone to stop vibrating when you get a text?
125859488728236032,neutral,"@Mommy_gaga,  #Win an @Apple iPod Touch and get the @Pampers Hello World Baby Memories App! http://t.co/qEATNMpI #PampersHelloApps"
125854430171111424,neutral,"#Siri on @Apple #iPhone4S can allow unauthorized access to texts and emails, even when the phone is locked!! http://t.co/0q5dLt22"
125840474132066304,neutral,"If you sign up for iClould, will you also get iRain? @apple #icloud."
125830917578162176,neutral,@Apple Not Likely to Win Appstore Suit Case Against @Amazon http://t.co/GNcDGQsc
125829040740368384,neutral,"Say no to 1,000 things. What are you saying ""no"" to? 7 Rules of Success from Steve Jobs of @apple #prodmgmt #management #innovation"
125828984293425152,neutral,ok it is back @iphone @apple
125826820057731074,neutral,Cat accusing tiger for roaring  #Samsung on @Apple
125824709421039616,neutral,@apple and @nintendo need to partner up for the app store
125823389804929024,neutral,"@apple stuck it to @amazon when it unveiled iCloud, showing that the placement of 'i' before the name of even a failed effort yields success"
125821979797364736,neutral,@nascarwriter right where I left it last week... #iphone4S #Apple @Apple  http://t.co/ksJh8BAS
125821218258550784,neutral,@paulbentleymelb @apple I think they call that profit-making 'genius'
125817967240949760,neutral,What's up with @apple stock going up after #SteveJobs death? #Apple #AppleStock
125815990620659713,neutral,@Apple needs to take down the Steve Jobs tribute and get back to promoting the brand - put the Cloud on the front page and start explaining
125811943054393344,neutral,"This is better than *every* magazine having their own #app! @EatMagazine @Apple supports magazines. #Ipad upgrade adds ""Newsstand"" #app"
125807897568481280,neutral,@twalve too busy having slappy hissy-fits with Samsung? @Apple
125804983185719297,neutral,Fregon el nuevo facebook para iPod/iPhone haha alomejor ya tiene rato pero yo lo acabo de actualizar @apple
125803571601080320,neutral,RT @MarcMonster: Siri keeps trying to send me to escort services....is that legal? @Apple
125803457155301376,neutral,Siri keeps trying to send me to escort services....is that legal? @Apple
125801811817922561,neutral,"Watching iGenius on @Discovery. Based on first 13 minutes, @Apple never should have gone public in 1980."
125793487479259136,neutral,"Ok, so it was a lion and not a leopard. Too much upgrading this weekend. @apple"
125792596114161665,neutral,@virgojud81 well maybe if you would set ya @apple products to send push notifications it would go through.
125792107930714113,neutral,@Apple's #Siri is great but #Google #Android always had that functionality youtu.be/gGbYVvU0Z5s #justsaying
125727869363163137,neutral,"#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/zRBak7kL #PampersHelloApps"
125727349034598401,neutral,hmm it seems i should have checked the identity of @apple first…
125727044263874560,neutral,"@apple out of respect, I really do think  the Apple logo should be revised to the one you have no doubt seen… http://t.co/xNKwgxme"
125726769297891330,neutral,"#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/en0iacwR #PampersHelloApps"
125725274317914112,neutral,@boothelk did you know the first @apple home computer to use a mouse was called 'the lisa' ??
125721197437648896,neutral,What? Are we not buying enough iPads already @apple ? Give us a break while we learn to cope with a post Steve Apple http://t.co/w7GTxQZ0
125708425752612864,neutral,@Apple do not buy an iPhone 4s that isn't in the store. THEY ARE NOT MADE YET AND DEFRAUDING YOU
125703536632807424,neutral,@Apple needs to give me a contract deal i get them new customers all the time #teamiphone
125698733768843264,neutral,@HTC vs @Apple who winning
125695449423286272,neutral,Steve Jobs Biopic Coming Soon - @Apple #Apple #SteveJobs http://t.co/DxZBa5bG
125695107734319104,neutral,@Jhoodmartin @rolandsmartin yes salute to Steve Jobs and @apple. I'm tweeting and you are watching on the IPad. Let's go Schaub time to lead
125694587313467393,neutral,"WOW DOGS!!

@Apple w/Starr earlier - upstairs in the huge soho store and all of a sudden she sprung to attention... http://t.co/b2PLMYVD"
125692890474233856,neutral,Digital X Worldwide | Today Is Steve Jobs Day In California @apple http://t.co/QSCHuMIN
125692845054115842,neutral,Watching @cotmtulsa webcast on Joseph  from my iPad on my @apple TV. I love technology. http://t.co/mpBZyl72
125691975474229248,neutral,"Comparing the @apple & @BlackBerry apps/interfaces, can anyone imagine how @BlackBerry could have done worse? #sadreally"
125690764331196416,neutral,Waiting patiently for me at the @apple store. @Badog420 http://t.co/NaFaeXuh
125689905954299904,neutral,@fundingroadmap @apple also knowing that this is no ending http://t.co/q08cBcuE
125687710705926144,neutral,Siri wasn't able to help me find the g-spot....bush league @apple
125686643960193024,neutral,@Apple MacBook Air.. satiliktir.
125685016389894144,neutral,"RT @Porter_Anderson: ""3 principal global players will be active in every market...@Amazon, @Apple, & @Kobo."" #fbf11 #publaunch @MikeShat ..."
125679996420374530,neutral,@apple http://t.co/2YcsCG68 via @donorschoose
125677838295764992,neutral,I just told my @apple 4S she was a stupid bitch and her reply was if you insist #lol
125674121722998785,neutral,Why can't I check just Notes (without mail) on Lion for #iCloud like I do on the iOS devices @apple ?
125669834922008576,neutral,You need to ask #Siri her favorite color and the average speed of an unladen swallow. Seems Someone @apple is a Monty python fan
125667332931596290,neutral,"""3 principal global players will be active in every market...@Amazon, @Apple, & @Kobo."" #fbf11 #publaunch @MikeShatzkin http://t.co/1ndxcMO1"
125666909080387584,neutral,"If I was @Apple, I'd publicly denounce and file suit against @Nuance. Then buy 'em on the cheap. #Siri"
125665930339565568,neutral,"@NoVaTyler I lost a lot that I paid for @apple @WordsWFriends etc! #nothappy oh well, poop happens"
125664999036301312,neutral,The folks at @apple are awesome! So glad I a #mactard
125664891691474944,neutral,"Waiting at end of 20 person line after checking in on time for my ""genius bar"" appt. @apple store...I do not find this system ""genius"" #FAIL"
125663967296229376,neutral,"While the improvements in @Apple Mac OS 10.7 #Lion are great, the full-screen implementation on 2 monitors is broken."
125661036891226113,neutral,@mcp111 @apple @AppStore Why are you asking us? Apple don't read messages on Twitter... and Apple aren't @Apple either
125660067482697729,neutral,@nansen @apple I have not heard of that. Hubby had no problems- I have not done it yet.
125657950185463808,neutral,"RT @TerryStorch: With @twitter and @apple partnership, would be great if SMS from 40404 to iOS devices would use imessage."
125647236418912256,neutral,Dear @apple can I still use #iWeb for my #mobileme website if I convert to iCloud with my Apple ID for mail and iCal??? #help #dtv thanks!
125645376790331392,neutral,#California Governor @JerryBrown declares today #SteveJobsDay in his State. Music video tribute  http://t.co/mNr1HIx2 @mashable @cnet @apple
125642256114909184,neutral,Lmao RT @RobynheaRtz: He asked Siri where's the hoes at & she told him where the nearest escorts were I love @apple
125642161659199488,neutral,"@Apple, why do you have such a beef with @Windows?  #cantwealljustgetalong"
125642041140060160,neutral,He asked Siri where's the hoes at & she told him where the nearest escorts were I love @apple
125640758966484992,neutral,What's up #twitpeeps? How's every @apple user liking iOS 5?
125640679325052929,neutral,"“@42Hermy: @Reddclay81 now that were done prasing @Apple 's #iOS5

Everyone go subscribe to notsosuperpro! #shamlessselfpromotion”"
125640515021578240,neutral,"RT @42Hermy: @Reddclay81 now that were done prasing @Apple 's #iOS5

Everyone go subscribe to notsosuperpro! #shamlessselfpromotion"
125638955952640000,neutral,"@Reddclay81 now that were done prasing @Apple 's #iOS5

Everyone go subscribe to notsosuperpro! #shamlessselfpromotion"
125633549847117824,neutral,"on that @Apple shit hard, change my twitter name to @_iFynest"
125633468708302848,neutral,I want Siri on my iPhone4 ! @apple
125633233982459904,neutral,"So @apple the new iMessage is great and all, but is there a way to default to SMS when I'm not on wifi? I have limited data."
125632582795804672,neutral,Right. Migrate from older mbp to imac using ethernet not firewire. Thanks Drew for saving me some $. @apple http://t.co/IAHHaGXy
125631556051140608,neutral,"Dear @apple, yesterday you sucked. Today you're awesome! Thanks LP Apple store, crash and burn mich ave store."
125630955154190336,neutral,@apple store #Towson waiting at Genius bar - huge crowd waiting for #iPhone 4s @michaelmark @nicolelil http://t.co/x92sweCh
125630836245676033,neutral,@Apple's Steve Jobs Gets His Day | PCWorld http://t.co/6gT6w2Od
125630016485732352,neutral,Back to the Future 2 where @Apple didn't even have IPhone
125629788563050496,neutral,Why didn't @Apple merge the address and search bars in Safari ala Crome in iOS 5? #simplethings
125627732032888833,neutral,"@reddclay81 Well then!

P.S. Did you respond so fast because of @Apple 's #iOS5 ?"
125626286939979776,neutral,"@adityasood @apple @Quora I totally agree, was talking w/friends about that yesterday. Siri Everywhere!"
125625630254567424,neutral,How much do @Apple’s factories cost? | asymco http://t.co/GH0tvqMO
125625566203346944,neutral,@Apple hits @Samsung in court again - http://t.co/l6brF3yB
125620113582993408,neutral,"@Mvm549 well, if it told you what you did to it or how it happened, it would be concrete evidence that @Apple is logging your life. :l"
125617451705712640,neutral,U pick Camera&Iphone4s orCamera&Ipad2?????????????? @apple
125617133123153921,neutral,"@Apple, Y U NO LET ME PRE-ORDER IPHONE 4S?"
125616747863736320,neutral,@Blogger loves @Apple iPhone. My blogpost finally done through iPhone apps.
125614951787266048,neutral,Can someone explain to me how the hell iMessage differs from a text message? @Apple #fb
125614910804738049,neutral,Can someone explain to me how the hell iMessage differs from a text message? @Apple
125598495137726464,neutral,"@Apple, feel free to accidently ship me a new iPhone 4s #nobigdeal"
125596991290998784,neutral,@Apple  I asked Siri 'if she swallowed' she relied 'Lets see' - wtf do i do now? wank over my phone?
125595669145722880,neutral,"#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/8MaDmqPc #PampersHelloApps"
125595441562783744,neutral,@apple How much is the student discount on the MacBook Air in Canada? Your reps have said both $50 and $100. Which is it? Thanks! #laptop
125591434056318977,neutral,@apple @AppStore @ihelpline when r u going to provide the ability to password protect iPad email???
125589884445536257,neutral,has the new iOS5 changed the way the iPad charges? I've noticed I can charge from my laptop & iPhone charger now @toptweets @BBCClick @apple
125589258898644992,neutral,You know what would be awesome? If @QVC sold @apple iPads on easy pay. #yesplease
125588749454278656,neutral,Thanks @apple my girlfriend likes #siri more than me now.
125588587180863489,neutral,"@Apple store dude ""i hear an accent where ru from?"" me ""no from ct, but ur not 1st 2 tell me that"" dude ""maybe its... http://t.co/93Ztje8p"
125587186723725312,neutral,SpeechTrans http://t.co/TW3SzX61 on @Apple App store listed as the #best bi-directional #Speech To Speech #Translator -- Posts on Twitter
125586682790674434,neutral,@CoLDSToRAGE Haven't had a chance to check out the #android overhaul but ebooks are likely a response to @apple newsstand baked into #iOS5
125583717354831872,neutral,@apple no Siri support for Canada sucks #Siri but loving the new iPhone upgrade from my 3GS #iphone4s
125581507355086848,neutral,Awesome documentary about how apple was created.. #stevejobs #apple @apple http://t.co/Qetk8ds2
125581280430669824,neutral,Oops! Apparently @apple is some handle-squatter. Tweetbarassment.
125564573167263746,neutral,This video brought a small tear to my eye http://t.co/3va2ninp. Watch to @SteveWoz opinion of #SteveJobs and @Apple
125546017205665792,neutral,this reader button for safari is perfect for fic @apple #ios5 #stevejobsday
125545914864640000,neutral,"MacBook Pros constrained, new models appear in Apple’s inventory system @apple @macbookpro... http://t.co/blGr9Ue5"
125544363945230336,neutral,A Great iPhone 4S Review @engadget @iphone @apple http://t.co/gX07Qywe
125541112491425792,neutral,@apple Give Siri back!
125537487455137793,neutral,@Apple has lunched its new OS: iSO 5
125528344480587776,neutral,Bouquet for Jobs @Apple Store Nagoya http://t.co/pmEcxPug
125527718203887616,neutral,"New #iOS5 notification center is a big improvement, but @apple missed an easy trick by not making it fully available on lock screen."
125512197135806464,neutral,@apple http://t.co/LKm2JzIN
125498684401135616,neutral,The battle of voice controlled AI platforms. If they were mobile OS ind - same q's as in IE antitrust case in EU? Vlingo v @google v @apple
125496516000485376,neutral,SpeechTrans http://t.co/TW3SzX61 on @Apple App store listed as the #best bi-directional #Speech To Speech #Translator - Posts on Twitter
125493419522002944,neutral,"#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/gIHYpzWO #PampersHelloApps"
125493125098635265,neutral,"Or hide it.. RT @LucasBlack: Dear @Apple.Re: Newsstand. Don't advertise magazines for free:they're NOT free.Also,allow us to remove the app."
125489264157917184,neutral,"#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/fnbKNwmj #PampersHelloApps Ends10/21"
125486845768368128,neutral,"@Mommy_gaga  #Win an @Apple iPod Touch @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/qEATNMpI #PampersHelloApps"
125460019859820544,neutral,I have to change my homepage from @apple.  Steve Jobs looks like an owl
125457535951060993,neutral,@msantram I want @apple to integrate Siri with @Quora.
125448837404954624,neutral,@MisThang2u nope they wouldn't even let me & my mom switch @apple she has an upgrade mine isn't do til march
125433354488254464,neutral,"@Apple iOS5 is all well and good and has nice new features, but I'm still waiting on an app that will go to work for me."
125432626482917376,neutral,"As tribute to Steve @apple, i'd consider renaming #Siri to Steve - he'll get your #Jobs done!  Forever remembered for his legacy."
125432518324400128,neutral,can't wait for @Spotify and @Apple to integrate with Siri.
125425087800291328,neutral,@rjpittman Why you won't use your @apple account.
125424738662223872,neutral,I hope @apple will release an app for Siri for us non-apple 4s users. #apple #iphone #siri
125419216227667968,neutral,"strange, i cannot put my newsstand app into any group. @apple wants to be our new paperboy #iOS #iphone"
125417324621737985,neutral,"In case you were curious like me.... IPhone 4S: Which Apple #iPhone is Best for Price, Features? http://t.co/d1LonCzc @Apple #HealthIT #EHR"
125416866243018753,neutral,Lemme just say iOS5 is mad cool BUT it needs A LOT of bug fixes @Apple
125416811490578435,neutral,"I don't get it. Instead of @apple dropping the 16GB iPhone 4 down to $99, they release an 8GB one for $99???"
125410153196560384,neutral,Dear @Apple iMessage client for desktop please :)
125409201907437569,neutral,"#Siri is kinda slow, tho impressed it got my accent and commands first time out. @apple"
125406528487424003,neutral,Why doesn't the Genius have songs for Watch the Throne yet? HUH? @APPLE ?????
125406003863883776,neutral,"""#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/eYLm3pav #PampersHelloApps"""
125405939015757824,neutral,SpeechTrans http://t.co/TW3SzX61 on @Apple App store listed as the #best bi-directional #Speech To Speech #Translator ---- Posts on Twitter
125402652610797569,neutral,@Blackberry -vs- @Apple iPhone?
125398913313284096,neutral,At @Apple HQ
125398813543374848,neutral,Our trip to SF and Silicon Valley is about to end. Visit @Apple HQ is one of the final stops. http://t.co/ikoOqdoc
125394805449699329,neutral,"#iPhone4S in #Space http://t.co/glOaXhLe via @youtube

#nasa @apple"
125379023307153408,neutral,"RT @stalkertard: hey @apple, how about if IPhone4S = ""IPhone 4 Steve"" and you donate a small portion of the proceeds towards cancer rese ..."
125373658389692416,neutral,"""#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/DLLabuAK #PampersHelloApps"""
125373427661029376,neutral,Do wish @hudl would come up with a native @apple Mac version of their video editor especially with HD video.  But love everything @hudl
125372628746768384,neutral,@_courtneytaylor @apple did you get a 4S?
125369026351349760,neutral,@apple should make Siri avalible for all devices not exclusive to the iPhone 4S
125368381728763904,neutral,Still a line @apple store Hillsdale mall #94402 http://t.co/wzVxNz8E
125367492976717824,neutral,@apple http://t.co/awASwV5u
125366519680086016,neutral,@Apple Why do you have a volume control in the fast app switcher!? Buttons. Volume buttons. You have them. Give me a brightness slider! #wtf
125364154629492737,neutral,Proof that my dad loves my sis more. RT @AnnaCorinne16 woke up to my dad at my door w my new iphone. he surprised me & went to @apple!
125361209137565696,neutral,@apple iphone 4s arrival on Tuesday!! #iPhone4S
125360952878182400,neutral,Too many iPhones.  @apple @dcoult #FirstWorldProblems http://t.co/Ck4yfFSY
125360877359742976,neutral,"Dear @apple, as a hoh/deaf user, can you please add options for stronger and longer vibrate for #iphone4s ? Thank you! #hoh #deaf #ally"
125359697770450944,neutral,At the Genius Bar... Waiting @apple store
125359622193295360,neutral,"no kidding “@thejabberwockey: Also @EricGreenspan, don't forget @Apple stop closing the app store after each bloody purchase...”"
125357901580746752,neutral,"So, what is behind that giant silver door at the @apple store? #MacLife"
125351067620880385,neutral,@robcollingridge @Apple @Google and with a URL that works http://t.co/vGSf529q
125350537821569024,neutral,"@robcollingridge @Apple @Google Been looking at Samsung ChatON tonight, very promising. Integrated with key apps http://t.co/DZsGPhqt"
125347828754169856,neutral,"@thejcurt unlocking it at @apple store. RIP, Mr. Jobs."
125345723020607488,neutral,"Siri is cool but more importantly handy and FUNNY. @Apple please configure it for Canada. What's with the racism, EH?"
125344722196766720,neutral,"RT @Apple Yea, our stores are open 7 days a week RT @Wasalu_Flora Me too? RT @DJ_BMONEY iPad ..+ iPhone 4s..= My Christmas gifts to my self."
125344351218974720,neutral,#IOS5  needed to include a landscape mode for reminders @Apple
125336929825849344,neutral,"De la nada mi #iPhone4 se fue a negro y empezó a vibrar, hubo que resetearlo, que onda con #iOS5 WTFH @Apple"
125336798690942977,neutral,http://t.co/CvEKdOIQ line at @Apple northpark #dallas mall. #4GSiPhone
125335012961828866,neutral,@davidcohen Sounds like 2nd day strategy isn't working. We got ours yesterday - in and out in no time. @Apple staff awesome/efficient!
125332871174037504,neutral,"@sprint is slow, slow, slow. beware when signing with #SlowSprint. @apple #iphone #iphone4 #iphone4s #Siri #android #TheBufferingNetwork"
125332609428496384,neutral,Waiting on line @Apple store at west 14th Street.
125327281181835264,neutral,In honor of Steve Jobs. @apple #RIPSteve http://t.co/NyjhkNoU
125326760769372160,neutral,when is @apple gonna update the fact that i can't see emoji on twitter for mac?
125325397712846848,neutral,RT @ajrogers Purdie Rogers tribute to #SteveJobs and @apple. We spray painted the Macintosh Plus w.. http://t.co/AlDicTd1
125324916009615360,neutral,RT @ajrogers Purdie Rogers tribute to #SteveJobs and @apple. We spray painted the Macintosh Plus w.. http://t.co/oMXjhZh0
125321084525490176,neutral,@apple so why is the ios support for 2nd gen ipods discontinued? It is only 3 years old? Give us an ios update please!
125318029390249984,neutral,"Just had a look on eBay for iPhone 4s and some have 13,16,24 bids at well over £500 some £530 (16gb white) , they are £499 delivered @apple"
125317541504626688,neutral,#SaturdayCute: Shit That #Siri Says. @Apple designers knew what people were going to ask the new digital assistant... http://t.co/Ecji1iIo
125317300860620801,neutral,"@thatstevegray done that buddy, just  surprised that there's no option from @apple & if you turn it back on it brings back the pics u delete"
125315460030922752,neutral,SpeechTrans http://t.co/TW3SzX61 on @Apple App store listed as the #best bi-directional #Speech To Speech #Translator --- Posts on Twitter
125315263183851521,neutral,So @apple changed the look of their on/off toggle. I wonder how long it will take for all the hip web apps to follow...
125315080081518592,neutral,I want everybody on earth to iMessage me.  Is there anyway the world can iMessage me without giving them my phone number??? @Apple
125312357797863425,neutral,"RT @MyMelange: Wall to wall people, security and a huge line outside just to get in the @Apple store.  http://t.co/i1khkgJm"
125309663913840640,neutral,Whoa! Line at @apple store in Glendale for iPhone 4S  http://t.co/yZlpogXB
125305567148388352,neutral,Follow me and I follow you!! @iOS5 @fansoflilwayne @follow @apple
125300705836793856,neutral,"Salesperson at #soho @Apple store ""it doesn't matter how many people are lined up out front. They're not gonna get one"" #iphone4s"
125300603059576833,neutral,@apple and I'm looking at the outside & all you see is sticky notes about steve jobs
125283873331494913,neutral,@samsung and @apple never rest as they battle in court yet again over tablets.(not the pills)
125281502866059264,neutral,Iphone update is great but seriously @apple let me delete stuff I dont want like gamecenter. Steve wont mind...
125278676949544960,neutral,@rjakesuk mine is past the warranty and I don't have AppleCare. #ios5 @apple
125276525472911360,neutral,If @Apple could put the USB female connector in cars would be #Dope
125275795252977664,neutral,What do we have to do to get Flash on #iPad? @Apple please please please change your mind. Thank you in advance! @kusi_sk  @PeterNemcok
125275280678993920,neutral,@ireton Perhaps it's time for @Apple to come out with an app called iSuck that lets you know which apps are killing your battery life
125273317673414656,neutral,20 min line @apple store @short pump.
125270965268643840,neutral,Lol @Apple support playing Mary J Blige during the wait time.
125267017942052866,neutral,"RT @TheMacMob: Sprint, Verizon & AT&T @Apple Stores http://t.co/ZOzR0UUz"
125266503657472000,neutral,@xwordy iCloud was new; I didn't need weather or stocks but they were there pre #ios5 so I'm not hopeful that this will help @apple
125261029834899456,neutral,"Thinking more, I want Android to do an iMessage service & for @Google & @Apple to interconnect. They would if the cared about their users."
125260105154437121,neutral,@apple in Austin:  domain location - umbrellas are nice but being staffed properly would be better.
125257803790159873,neutral,bored - need a new intriguing #app for my #iPad.  Any suggestions?  @apple #yyc @Gadget_Guy
125252442836320256,neutral,"@KeepnUpWitTBoyd @AppStore @iTunesMusic they fixed a bug Thursday after I had done my update? Thus my issue, spent Fri @apple  #iOS5"
125250721280040961,neutral,"And @Apple I still have an old MBP from 2006 which I use - which can't run #Lion, I still like to sync it!"
125250617911418881,neutral,"@moLifer26 @apple When we find people standing in the middle of blood-soaked rooms saying, ""Siri told me to?"" #noreallyihearvoices"
125250078108684288,neutral,"...now with Siri were talking to our iPhones... how will we ever know if people are really truly crazy? :P 
#iphone4s #Siri #apple @apple"
125246898830458880,neutral,@notleifgarrett @apple you'll be able to afford that mansion one day.
125245892814045184,neutral,"@fabi_m not that I know of. I think it is only on iOS, should get @apple to make a desktop app :)"
125244798671142912,neutral,"@notleifgarrett @apple wished their on hold music played ""Pictures of You""."
125231250247135233,neutral,@RealEstateGuyWI All about yesterday's @Apple upgrade. Helpful but maddening
125222749034659840,neutral,"after being on hold with @apple for the last 30 mins, i really like their music selection of on-hold music. White Stripes, Ray Lamontagne..."
125218106778992640,neutral,"""#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/g8Uof7uz #PampersHelloApps"""
125211793655218178,neutral,"@vlingo is a POOR substitute for Siri!! Yo @APPLE, gimmie Siri!!!!"
125196751387889665,neutral,@Apple Scrapple. (:
125193298624258049,neutral,@tvnewschick @apple Oh no! Why not?! I want it to be love-love-love! It's a lot of dough to spend otherwise...
125184976579862530,neutral,One of the great #entrepreneurs has died. #Steve #Jobs has passed away. Our hearts go out to his family and everyone at @Apple
125085987431923713,neutral,@fashionNOGuilt haha! tomorrow should be less hectic too! 'cause everyone and their moms was at the @apple store today! ;]
126405660308021248,irrelevant,"Casi 30 años usando PC, de ellos casi 4 Mac y tengo q decir que el Macbook Air 11"" de @apple es de largo lo mejor. No imagino como mejorarlo"
126403953058529280,irrelevant,Ud alguna vez ha llamado al servicio de @apple support? Se nota!! Con razon le gusta apple : @
126402391259103232,irrelevant,@waze_it @macneo Bellissimo video. Sono sempre più convinto di prendere un @Apple iPhone e gettare via il @Nokia N97 che mi ritrovo.
126399172495679488,irrelevant,"ipad: ""mi aparato favorito de la vida"" frase celebre de Azay Carrasco @apple #ipad"
126394266145665025,irrelevant,Cenaze nedeniyle kapalıyız' @apple  http://t.co/j4L892Kk
126391727408947200,irrelevant,Dancing bear @apple store Lincoln center http://t.co/XBmjUpMq
126387209824776192,irrelevant,#BlackBerry #RIM esta tratando de abarcar el mercado imitando a android y en ciertas cosas a @Apple pero sinceramente no creo que llegue :)
126385587740610563,irrelevant,iPhoneのアドレスは@apple.ne.jpにすればいいのに(´ι_`)
126381904621600768,irrelevant,sail phoenix next stop----&gt; after quimera rock @apple house
126379095004160001,irrelevant,che palle sto cacchio di #WP7 di merda con un #Whatsapp che funziona di cacca per colpa del sistema di #notifica! @apple send me an #iphone
126373281099026432,irrelevant,"Twitter intègré dans ios5, mais le correcteur français ne connaît pas ce mot et propose titrer... Peut mieux faire comme intégration @Apple"
126367728754884609,irrelevant,Chill lol RT @apple: 😂😂😂😂😂😂😂😂 RT @Styl_Standin: What is imessage??
126362562865528832,irrelevant,@LennyDubz you do know that @apple is not the company. and why u blasting me on #twitter???
126360606042374144,irrelevant,@bassponton @iphoneclub @kpn @iphone @apple ja. En dan heb je voor dat geld ook nog een datalimiet....
126355839274594304,irrelevant,Y sigue sin avisarme cuando me mencionan en Twitter... #pidounparche #actualizenlaapp @apple @steve_jobs #mugrero
